Timestamp,datum,sesija_id,blok_id,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,minut_u_danu,sat,dan_u_nedelji,vikend,minut_sin,minut_cos,Room_Occupancy_Count
2017-12-22 11:21:51,2017-12-22,0,0_1,25.25,25.0,24.81,25.69,123,36,60,45,0.48,0.15,0.18,0.11,440,0.719230769231,1,0,681,11,4,0,0.1693495038490248,-0.9855560590580777,1
2017-12-22 11:22:22,2017-12-22,0,0_1,25.31,25.0,24.81,25.69,123,35,60,46,0.65,0.08,0.11,0.07,445,0.830769230769,0,0,682,11,4,0,0.1650476058606781,-0.9862856015372313,1
2017-12-22 11:22:52,2017-12-22,0,0_1,25.31,25.0,24.81,25.63,123,35,60,45,0.4,0.06,0.08,0.06,445,0.926923076923,0,0,682,11,4,0,0.1650476058606781,-0.9862856015372313,1
2017-12-22 11:23:23,2017-12-22,0,0_1,25.31,25.0,24.81,25.63,124,36,60,45,0.49,0.06,0.07,0.07,445,0.957692307692,0,0,683,11,4,0,0.16074256560382594,-0.9869963665602319,1
2017-12-22 11:23:54,2017-12-22,0,0_1,25.31,25.0,24.81,25.69,124,35,60,45,0.13,0.1,0.09,0.06,445,0.969230769231,0,0,683,11,4,0,0.16074256560382594,-0.9869963665602319,1
2017-12-22 11:24:24,2017-12-22,0,0_1,25.31,25.0,24.81,25.75,124,36,60,46,0.35,0.05,0.05,0.11,440,0.915384615385,0,0,684,11,4,0,0.15643446504023098,-0.9876883405951377,1
2017-12-22 11:24:55,2017-12-22,0,0_1,25.31,25.0,24.81,25.75,124,36,63,48,0.17,0.1,0.14,0.06,440,0.846153846154,0,0,684,11,4,0,0.15643446504023098,-0.9876883405951377,1
2017-12-22 11:25:25,2017-12-22,0,0_1,25.31,25.0,24.81,25.75,124,37,64,49,1.85,0.19,0.15,0.12,445,0.857692307692,0,0,685,11,4,0,0.15212338618991708,-0.9883615104677607,1
2017-12-22 11:25:56,2017-12-22,0,0_1,25.31,25.0,24.81,25.69,124,37,65,49,0.28,0.08,0.08,0.07,445,0.903846153846,1,0,685,11,4,0,0.15212338618991708,-0.9883615104677607,1
2017-12-22 11:26:27,2017-12-22,0,0_1,25.31,25.0,24.81,25.75,123,37,64,49,0.36,0.09,0.09,0.09,450,0.984615384615,1,0,686,11,4,0,0.14780941112961038,-0.9890158633619168,1
2017-12-22 11:27:28,2017-12-22,0,0_1,25.31,25.25,24.88,25.75,123,31,61,46,0.48,0.31,0.53,0.1,450,1.1,1,1,687,11,4,0,0.14349262199117935,-0.9896513868196702,1
2017-12-22 11:27:59,2017-12-22,0,0_1,25.31,25.63,24.81,25.75,124,29,62,46,0.51,0.55,0.17,0.12,450,1.10384615385,1,1,687,11,4,0,0.14349262199117935,-0.9896513868196702,1
2017-12-22 11:28:29,2017-12-22,0,0_1,25.38,25.44,24.81,25.69,150,187,63,49,0.46,0.46,0.21,0.11,450,1.08846153846,1,1,688,11,4,0,0.13917310096006574,-0.9902680687415703,2
2017-12-22 11:29:00,2017-12-22,0,0_1,25.38,25.44,24.81,25.75,153,216,63,49,0.76,0.74,0.15,0.14,450,1.00384615385,1,1,689,11,4,0,0.13485093027372358,-0.9908658973868821,2
2017-12-22 11:29:31,2017-12-22,0,0_1,25.38,25.44,24.88,25.75,155,234,63,49,1.77,1.08,0.2,0.08,450,0.896153846154,1,1,689,11,4,0,0.13485093027372358,-0.9908658973868821,2
2017-12-22 11:30:01,2017-12-22,0,0_1,25.38,25.44,24.81,25.75,156,239,64,50,0.8,0.29,0.1,0.09,445,0.719230769231,0,1,690,11,4,0,0.13052619222005157,-0.9914448613738104,2
2017-12-22 11:30:32,2017-12-22,0,0_1,25.38,25.38,24.81,25.81,157,241,67,53,0.73,0.24,0.1,0.1,445,0.623076923077,0,1,690,11,4,0,0.13052619222005157,-0.9914448613738104,2
2017-12-22 11:31:02,2017-12-22,0,0_1,25.38,25.38,24.88,25.81,157,242,68,54,1.14,0.33,0.23,0.17,450,0.611538461538,0,1,691,11,4,0,0.12619896913583,-0.992004949679715,2
2017-12-22 11:31:33,2017-12-22,0,0_1,25.38,25.44,24.81,25.81,157,242,69,54,0.58,0.56,0.25,0.16,450,0.538461538462,0,1,691,11,4,0,0.12619896913583,-0.992004949679715,2
2017-12-22 11:32:04,2017-12-22,0,0_1,25.38,25.44,24.88,25.69,158,243,70,54,0.71,0.68,0.27,0.23,455,0.646153846154,1,0,692,11,4,0,0.12186934340514755,-0.992546151641322,2
2017-12-22 11:32:34,2017-12-22,0,0_1,25.38,25.44,24.81,25.81,157,242,67,53,0.44,0.63,0.25,0.1,455,0.696153846154,1,0,692,11,4,0,0.12186934340514755,-0.992546151641322,2
2017-12-22 11:33:05,2017-12-22,0,0_1,25.38,25.31,24.88,25.75,157,242,68,53,0.23,0.32,0.13,0.11,450,0.688461538462,0,0,693,11,4,0,0.11753739745783798,-0.9930684569549263,2
2017-12-22 11:33:36,2017-12-22,0,0_1,25.38,25.38,24.88,25.75,157,241,68,53,2.79,0.41,0.2,0.24,450,0.623076923077,1,0,693,11,4,0,0.11753739745783798,-0.9930684569549263,2
2017-12-22 11:34:06,2017-12-22,0,0_1,25.38,25.38,24.88,25.75,157,241,68,53,0.54,0.55,0.21,0.18,445,0.45,1,0,694,11,4,0,0.11320321376790689,-0.9935718556765875,2
2017-12-22 11:34:37,2017-12-22,0,0_1,25.38,25.44,24.88,25.75,157,240,69,54,2.49,0.67,0.2,0.12,450,0.361538461538,1,0,694,11,4,0,0.11320321376790689,-0.9935718556765875,2
2017-12-22 11:35:08,2017-12-22,0,0_1,25.44,25.44,24.88,25.75,157,240,70,54,0.47,0.25,0.14,0.11,450,0.311538461538,1,0,695,11,4,0,0.10886687485196457,-0.9940563382223196,2
2017-12-22 11:35:38,2017-12-22,0,0_1,25.44,25.38,24.88,25.81,157,239,70,54,3.51,0.38,0.22,0.19,450,0.303846153846,1,0,695,11,4,0,0.10886687485196457,-0.9940563382223196,2
2017-12-22 11:36:09,2017-12-22,0,0_1,25.44,25.38,24.88,25.81,156,239,70,54,0.73,0.81,0.41,0.17,460,0.384615384615,1,0,696,11,4,0,0.10452846326765373,-0.9945218953682733,2
2017-12-22 11:36:39,2017-12-22,0,0_1,25.44,25.44,24.88,25.81,157,239,70,54,0.63,0.42,0.21,0.15,460,0.453846153846,0,0,696,11,4,0,0.10452846326765373,-0.9945218953682733,2
2017-12-22 11:39:13,2017-12-22,1,1_0,25.44,25.5,24.88,25.75,155,236,70,53,1.14,0.56,0.32,0.14,475,0.65,1,1,699,11,4,0,0.09150161866340258,-0.9958049275746617,2
2017-12-22 11:39:43,2017-12-22,1,1_0,25.44,25.56,24.88,25.75,155,236,68,53,1.02,0.51,0.17,0.17,480,0.819230769231,1,1,699,11,4,0,0.09150161866340258,-0.9958049275746617,2
2017-12-22 11:40:14,2017-12-22,1,1_0,25.44,25.5,24.88,25.75,155,237,69,54,0.63,0.36,0.18,0.13,480,0.957692307692,0,1,700,11,4,0,0.08715574274765864,-0.9961946980917455,2
2017-12-22 11:40:45,2017-12-22,1,1_0,25.44,25.56,24.94,25.75,155,236,69,54,1.33,0.78,0.18,0.11,485,1.16153846154,1,1,700,11,4,0,0.08715574274765864,-0.9961946980917455,2
2017-12-22 11:41:15,2017-12-22,1,1_0,25.44,25.56,24.94,25.81,155,236,70,54,0.17,0.35,0.11,0.07,490,1.38076923077,0,1,701,11,4,0,0.08280820751220419,-0.9965655024977614,2
2017-12-22 11:41:46,2017-12-22,1,1_0,25.44,25.56,24.94,25.75,155,237,71,55,0.43,0.36,0.21,0.11,500,1.70769230769,1,1,701,11,4,0,0.08280820751220419,-0.9965655024977614,2
2017-12-22 11:42:16,2017-12-22,1,1_0,25.5,25.56,24.88,25.81,155,237,71,55,1.87,0.56,0.23,0.14,500,1.99615384615,1,1,702,11,4,0,0.07845909572784507,-0.996917333733128,2
2017-12-22 11:42:47,2017-12-22,1,1_0,25.5,25.56,24.88,25.81,155,235,72,54,0.73,1.15,0.24,0.17,500,2.24615384615,0,0,702,11,4,0,0.07845909572784507,-0.996917333733128,2
2017-12-22 11:43:18,2017-12-22,1,1_0,25.44,25.56,24.94,25.88,155,236,71,54,1.53,1.24,0.36,0.27,500,2.45769230769,1,0,703,11,4,0,0.07410849019539963,-0.9972501850994856,2
2017-12-22 11:43:48,2017-12-22,1,1_0,25.44,25.56,24.94,25.81,155,235,71,54,2.95,1.27,0.25,0.17,510,2.72307692308,1,1,703,11,4,0,0.07410849019539963,-0.9972501850994856,2
2017-12-22 11:44:19,2017-12-22,1,1_0,25.5,25.56,24.94,25.81,155,235,70,54,1.78,0.63,0.18,0.08,510,2.94230769231,1,0,704,11,4,0,0.06975647374412552,-0.9975640502598242,2
2017-12-22 11:44:50,2017-12-22,1,1_0,25.5,25.56,24.94,25.75,155,234,70,54,0.08,0.35,0.07,0.28,515,3.11153846154,0,0,704,11,4,0,0.06975647374412552,-0.9975640502598242,2
2017-12-22 11:45:20,2017-12-22,1,1_0,25.44,25.63,24.94,25.81,155,234,70,54,0.45,2.12,0.34,0.06,515,3.22692307692,1,0,705,11,4,0,0.06540312923014312,-0.9978589232386035,2
2017-12-22 11:45:51,2017-12-22,1,1_0,25.5,25.63,24.94,25.81,155,235,71,55,2.01,0.32,0.11,0.09,515,3.33846153846,0,0,705,11,4,0,0.06540312923014312,-0.9978589232386035,2
2017-12-22 11:46:22,2017-12-22,1,1_0,25.5,25.63,24.94,25.88,155,235,72,55,0.33,0.38,0.1,0.09,520,3.44615384615,0,1,706,11,4,0,0.06104853953485719,-0.9981347984218669,2
2017-12-22 11:46:52,2017-12-22,1,1_0,25.5,25.63,24.94,25.81,155,235,71,55,0.5,0.49,0.14,0.11,525,3.59615384615,1,1,706,11,4,0,0.06104853953485719,-0.9981347984218669,2
2017-12-22 11:47:23,2017-12-22,1,1_0,25.5,25.63,24.94,25.81,155,234,73,56,1.02,0.29,0.16,0.13,530,3.73846153846,1,1,707,11,4,0,0.05669278756337765,-0.9983916705573488,2
2017-12-22 11:47:53,2017-12-22,1,1_0,25.5,25.56,24.94,25.81,155,234,72,55,0.49,0.23,0.19,0.15,540,3.86538461538,1,1,707,11,4,0,0.05669278756337765,-0.9983916705573488,2
2017-12-22 11:48:24,2017-12-22,1,1_0,25.5,25.63,24.94,25.81,155,235,73,56,0.29,0.51,0.19,0.09,540,3.92307692308,1,0,708,11,4,0,0.05233595624294381,-0.9986295347545738,2
2017-12-22 11:48:55,2017-12-22,1,1_0,25.5,25.63,24.94,25.81,155,234,73,56,0.33,0.19,0.11,0.13,545,3.90769230769,1,0,708,11,4,0,0.05233595624294381,-0.9986295347545738,2
2017-12-22 11:49:25,2017-12-22,1,1_0,25.56,25.63,24.94,25.81,155,234,73,56,0.15,0.26,0.22,0.07,545,3.86538461538,1,0,709,11,4,0,0.04797812852134419,-0.9988483864849507,2
2017-12-22 11:49:56,2017-12-22,1,1_0,25.56,25.69,25.0,25.94,155,234,74,56,0.63,0.15,0.09,0.06,545,3.75,0,0,709,11,4,0,0.04797812852134419,-0.9988483864849507,2
2017-12-22 11:50:27,2017-12-22,1,1_0,25.56,25.69,25.0,25.81,155,233,73,56,0.08,0.14,0.06,0.06,550,3.60769230769,0,0,710,11,4,0,0.04361938736533607,-0.9990482215818578,2
2017-12-22 11:50:57,2017-12-22,1,1_0,25.5,25.69,24.94,25.81,155,233,73,56,0.17,0.14,0.15,0.07,550,3.48846153846,0,0,710,11,4,0,0.04361938736533607,-0.9990482215818578,2
2017-12-22 11:51:28,2017-12-22,1,1_0,25.56,25.69,25.0,25.81,155,233,73,56,1.81,0.28,0.06,0.1,550,3.3,0,1,711,11,4,0,0.03925981575906895,-0.9992290362407229,2
2017-12-22 11:51:59,2017-12-22,1,1_0,25.56,25.69,25.0,25.81,155,233,74,56,0.63,0.42,0.15,0.13,555,3.23846153846,1,1,711,11,4,0,0.03925981575906895,-0.9992290362407229,2
2017-12-22 11:52:29,2017-12-22,1,1_0,25.56,25.69,25.0,25.81,155,233,74,57,0.68,0.82,0.19,0.12,555,3.16538461538,1,0,712,11,4,0,0.0348994967025007,-0.9993908270190958,2
2017-12-22 11:53:00,2017-12-22,1,1_0,25.56,25.75,25.0,25.81,155,233,74,57,0.32,0.43,0.16,0.11,555,3.03461538462,1,1,713,11,4,0,0.03053851320982266,-0.9995335908367129,2
2017-12-22 11:53:30,2017-12-22,1,1_0,25.56,25.75,25.0,25.81,155,233,75,57,1.16,0.27,0.09,0.07,555,2.89615384615,1,1,713,11,4,0,0.03053851320982266,-0.9995335908367129,2
2017-12-22 11:54:01,2017-12-22,1,1_0,25.56,25.75,25.0,25.88,155,232,74,57,0.45,0.17,0.13,0.14,560,2.8,1,1,714,11,4,0,0.026176948307873423,-0.9996573249755573,1
2017-12-22 11:54:32,2017-12-22,1,1_0,25.56,25.69,25.0,25.88,155,233,74,56,0.31,0.5,0.27,0.06,560,2.75,1,0,714,11,4,0,0.026176948307873423,-0.9996573249755573,1
2017-12-22 11:55:02,2017-12-22,1,1_0,25.56,25.75,25.0,25.88,155,233,74,56,0.5,0.1,0.11,0.08,560,2.65384615385,1,0,715,11,4,0,0.021814885034560774,-0.9997620270799091,2
2017-12-22 11:55:33,2017-12-22,1,1_0,25.56,25.69,25.0,25.88,155,232,75,58,1.33,1.54,0.42,0.2,560,2.51153846154,1,1,715,11,4,0,0.021814885034560774,-0.9997620270799091,2
2017-12-22 11:56:04,2017-12-22,1,1_0,25.56,25.75,25.0,25.94,155,232,75,58,0.54,0.78,0.29,0.21,565,2.36923076923,1,1,716,11,4,0,0.01745240643728344,-0.9998476951563913,2
