red_id,Timestamp,datum,sesija_id,epizoda_id,Room_Occupancy_Count,skup
144,2017-12-22 12:05:46,2017-12-22,1,5,2,development
145,2017-12-22 12:06:16,2017-12-22,1,5,2,development
146,2017-12-22 12:06:47,2017-12-22,1,5,2,development
147,2017-12-22 12:07:18,2017-12-22,1,5,2,development
148,2017-12-22 12:07:48,2017-12-22,1,5,2,development
149,2017-12-22 12:08:19,2017-12-22,1,5,2,development
150,2017-12-22 12:08:49,2017-12-22,1,5,2,development
151,2017-12-22 12:09:20,2017-12-22,1,5,2,development
152,2017-12-22 12:09:51,2017-12-22,1,5,2,development
153,2017-12-22 12:10:21,2017-12-22,1,5,2,development
154,2017-12-22 12:10:52,2017-12-22,1,5,2,development
155,2017-12-22 12:11:23,2017-12-22,1,5,2,development
156,2017-12-22 12:11:53,2017-12-22,1,5,2,development
157,2017-12-22 12:12:24,2017-12-22,1,5,2,development
158,2017-12-22 12:12:55,2017-12-22,1,5,2,development
159,2017-12-22 12:13:25,2017-12-22,1,5,2,development
160,2017-12-22 12:13:56,2017-12-22,1,5,2,development
161,2017-12-22 12:14:26,2017-12-22,1,5,2,development
162,2017-12-22 12:14:57,2017-12-22,1,5,2,development
163,2017-12-22 12:15:28,2017-12-22,1,5,2,development
164,2017-12-22 12:15:58,2017-12-22,1,5,2,development
165,2017-12-22 12:16:29,2017-12-22,1,5,2,development
166,2017-12-22 12:17:00,2017-12-22,1,5,2,development
167,2017-12-22 12:17:30,2017-12-22,1,5,2,development
168,2017-12-22 12:18:01,2017-12-22,1,5,2,development
169,2017-12-22 12:18:32,2017-12-22,1,5,2,development
170,2017-12-22 12:19:02,2017-12-22,1,5,2,development
171,2017-12-22 12:19:33,2017-12-22,1,5,2,development
172,2017-12-22 12:20:03,2017-12-22,1,5,2,development
173,2017-12-22 12:20:34,2017-12-22,1,5,2,development
174,2017-12-22 12:21:05,2017-12-22,1,5,2,development
175,2017-12-22 12:21:35,2017-12-22,1,5,2,development
176,2017-12-22 12:22:06,2017-12-22,1,5,2,development
177,2017-12-22 12:22:37,2017-12-22,1,5,2,development
178,2017-12-22 12:23:38,2017-12-22,1,5,2,development
179,2017-12-22 12:24:09,2017-12-22,1,5,2,development
180,2017-12-22 12:24:39,2017-12-22,1,5,2,development
181,2017-12-22 12:25:10,2017-12-22,1,5,2,development
182,2017-12-22 12:25:40,2017-12-22,1,5,2,development
183,2017-12-22 12:26:11,2017-12-22,1,5,2,development
184,2017-12-22 12:26:42,2017-12-22,1,5,2,development
185,2017-12-22 12:27:12,2017-12-22,1,5,2,development
186,2017-12-22 12:27:43,2017-12-22,1,5,2,development
187,2017-12-22 12:28:14,2017-12-22,1,5,2,development
188,2017-12-22 12:28:44,2017-12-22,1,5,2,development
189,2017-12-22 12:29:15,2017-12-22,1,5,2,development
190,2017-12-22 12:29:46,2017-12-22,1,5,2,development
191,2017-12-22 12:30:16,2017-12-22,1,6,3,development
192,2017-12-22 12:30:47,2017-12-22,1,6,3,development
193,2017-12-22 12:31:17,2017-12-22,1,6,3,development
194,2017-12-22 12:31:48,2017-12-22,1,6,3,development
195,2017-12-22 12:32:19,2017-12-22,1,6,3,development
196,2017-12-22 12:32:49,2017-12-22,1,6,3,development
197,2017-12-22 12:33:20,2017-12-22,1,6,3,development
198,2017-12-22 12:33:51,2017-12-22,1,6,3,development
199,2017-12-22 12:34:21,2017-12-22,1,7,2,development
200,2017-12-22 12:34:52,2017-12-22,1,7,2,development
201,2017-12-22 12:35:22,2017-12-22,1,7,2,development
202,2017-12-22 12:35:53,2017-12-22,1,8,3,development
203,2017-12-22 12:36:24,2017-12-22,1,8,3,development
204,2017-12-22 12:36:54,2017-12-22,1,8,3,development
205,2017-12-22 12:37:25,2017-12-22,1,8,3,development
206,2017-12-22 12:37:56,2017-12-22,1,8,3,development
207,2017-12-22 12:38:26,2017-12-22,1,8,3,development
208,2017-12-22 12:38:57,2017-12-22,1,8,3,development
209,2017-12-22 12:39:28,2017-12-22,1,8,3,development
210,2017-12-22 12:39:58,2017-12-22,1,8,3,development
211,2017-12-22 12:40:29,2017-12-22,1,8,3,development
212,2017-12-22 12:40:59,2017-12-22,1,8,3,development
213,2017-12-22 12:41:30,2017-12-22,1,8,3,development
214,2017-12-22 12:42:01,2017-12-22,1,8,3,development
215,2017-12-22 12:42:31,2017-12-22,1,8,3,development
216,2017-12-22 13:08:03,2017-12-22,2,9,3,test
217,2017-12-22 13:08:34,2017-12-22,2,9,3,test
218,2017-12-22 13:09:04,2017-12-22,2,9,3,test
219,2017-12-22 13:09:35,2017-12-22,2,9,3,test
220,2017-12-22 13:10:06,2017-12-22,2,9,3,test
221,2017-12-22 13:10:36,2017-12-22,2,9,3,test
222,2017-12-22 13:11:07,2017-12-22,2,9,3,test
223,2017-12-22 13:11:38,2017-12-22,2,9,3,test
224,2017-12-22 13:12:08,2017-12-22,2,9,3,test
225,2017-12-22 13:12:39,2017-12-22,2,9,3,test
226,2017-12-22 13:13:09,2017-12-22,2,9,3,test
227,2017-12-22 13:13:40,2017-12-22,2,9,3,test
228,2017-12-22 13:14:11,2017-12-22,2,9,3,test
229,2017-12-22 13:14:41,2017-12-22,2,9,3,test
230,2017-12-22 13:15:12,2017-12-22,2,9,3,test
231,2017-12-22 13:15:43,2017-12-22,2,9,3,test
232,2017-12-22 13:16:13,2017-12-22,2,9,3,test
233,2017-12-22 13:16:44,2017-12-22,2,9,3,test
234,2017-12-22 13:17:15,2017-12-22,2,9,3,test
235,2017-12-22 13:17:45,2017-12-22,2,9,3,test
236,2017-12-22 13:18:16,2017-12-22,2,9,3,test
237,2017-12-22 13:19:17,2017-12-22,2,9,3,test
238,2017-12-22 13:19:48,2017-12-22,2,9,3,test
239,2017-12-22 13:20:18,2017-12-22,2,9,3,test
240,2017-12-22 13:20:49,2017-12-22,2,9,3,test
241,2017-12-22 13:21:20,2017-12-22,2,9,3,test
242,2017-12-22 13:21:50,2017-12-22,2,9,3,test
243,2017-12-22 13:22:21,2017-12-22,2,9,3,test
244,2017-12-22 13:22:52,2017-12-22,2,9,3,test
245,2017-12-22 13:23:22,2017-12-22,2,9,3,test
246,2017-12-22 13:23:53,2017-12-22,2,9,3,test
247,2017-12-22 13:24:23,2017-12-22,2,9,3,test
248,2017-12-22 13:24:54,2017-12-22,2,9,3,test
249,2017-12-22 13:25:25,2017-12-22,2,9,3,test
250,2017-12-22 13:25:55,2017-12-22,2,9,3,test
251,2017-12-22 13:26:26,2017-12-22,2,9,3,test
252,2017-12-22 13:26:57,2017-12-22,2,9,3,test
253,2017-12-22 13:27:27,2017-12-22,2,9,3,test
254,2017-12-22 13:27:58,2017-12-22,2,9,3,test
255,2017-12-22 13:28:28,2017-12-22,2,9,3,test
256,2017-12-22 13:28:59,2017-12-22,2,9,3,test
257,2017-12-22 13:29:30,2017-12-22,2,10,2,test
258,2017-12-22 13:30:00,2017-12-22,2,10,2,test
259,2017-12-22 13:30:31,2017-12-22,2,10,2,test
260,2017-12-22 13:31:02,2017-12-22,2,10,2,test
261,2017-12-22 13:32:03,2017-12-22,2,10,2,test
262,2017-12-22 13:32:34,2017-12-22,2,10,2,test
263,2017-12-22 13:33:04,2017-12-22,2,10,2,test
264,2017-12-22 13:33:35,2017-12-22,2,10,2,test
265,2017-12-22 13:34:05,2017-12-22,2,10,2,test
266,2017-12-22 13:34:36,2017-12-22,2,10,2,test
267,2017-12-22 13:35:07,2017-12-22,2,10,2,test
268,2017-12-22 13:35:37,2017-12-22,2,10,2,test
269,2017-12-22 13:36:08,2017-12-22,2,10,2,test
270,2017-12-22 13:36:39,2017-12-22,2,10,2,test
271,2017-12-22 13:37:09,2017-12-22,2,10,2,test
272,2017-12-22 13:37:40,2017-12-22,2,10,2,test
273,2017-12-22 13:38:11,2017-12-22,2,10,2,test
274,2017-12-22 13:38:41,2017-12-22,2,11,3,test
275,2017-12-22 13:39:12,2017-12-22,2,11,3,test
276,2017-12-22 13:39:42,2017-12-22,2,11,3,test
277,2017-12-22 13:40:13,2017-12-22,2,11,3,test
278,2017-12-22 13:40:44,2017-12-22,2,12,2,test
279,2017-12-22 13:41:14,2017-12-22,2,12,2,test
280,2017-12-22 13:41:45,2017-12-22,2,13,3,test
281,2017-12-22 13:42:16,2017-12-22,2,13,3,test
282,2017-12-22 13:42:46,2017-12-22,2,13,3,test
283,2017-12-22 13:43:17,2017-12-22,2,13,3,test
284,2017-12-22 13:43:48,2017-12-22,2,13,3,test
285,2017-12-22 13:44:18,2017-12-22,2,13,3,test
286,2017-12-22 13:44:49,2017-12-22,2,13,3,test
287,2017-12-22 13:45:19,2017-12-22,2,13,3,test
288,2017-12-22 13:45:50,2017-12-22,2,13,3,test
289,2017-12-22 13:46:21,2017-12-22,2,13,3,test
290,2017-12-22 13:46:51,2017-12-22,2,13,3,test
291,2017-12-22 13:47:22,2017-12-22,2,13,3,test
292,2017-12-22 13:47:53,2017-12-22,2,13,3,test
293,2017-12-22 13:48:23,2017-12-22,2,13,3,test
294,2017-12-22 13:48:54,2017-12-22,2,13,3,test
295,2017-12-22 13:49:25,2017-12-22,2,13,3,test
296,2017-12-22 13:49:55,2017-12-22,2,13,3,test
297,2017-12-22 13:50:26,2017-12-22,2,13,3,test
298,2017-12-22 13:50:56,2017-12-22,2,13,3,test
299,2017-12-22 13:51:27,2017-12-22,2,13,3,test
300,2017-12-22 13:51:58,2017-12-22,2,13,3,test
301,2017-12-22 13:52:28,2017-12-22,2,13,3,test
302,2017-12-22 13:52:59,2017-12-22,2,13,3,test
303,2017-12-22 13:53:30,2017-12-22,2,13,3,test
304,2017-12-22 13:54:00,2017-12-22,2,13,3,test
305,2017-12-22 13:54:31,2017-12-22,2,13,3,test
306,2017-12-22 13:55:02,2017-12-22,2,13,3,test
307,2017-12-22 13:55:32,2017-12-22,2,13,3,test
308,2017-12-22 13:56:03,2017-12-22,2,13,3,test
309,2017-12-22 13:56:33,2017-12-22,2,13,3,test
310,2017-12-22 13:57:04,2017-12-22,2,13,3,test
311,2017-12-22 13:57:35,2017-12-22,2,13,3,test
312,2017-12-22 13:58:05,2017-12-22,2,13,3,test
313,2017-12-22 13:58:36,2017-12-22,2,13,3,test
314,2017-12-22 13:59:07,2017-12-22,2,13,3,test
315,2017-12-22 13:59:37,2017-12-22,2,13,3,test
316,2017-12-22 14:00:08,2017-12-22,2,13,3,test
317,2017-12-22 14:00:38,2017-12-22,2,13,3,test
318,2017-12-22 14:01:09,2017-12-22,2,13,3,test
319,2017-12-22 14:01:40,2017-12-22,2,13,3,test
320,2017-12-22 14:02:10,2017-12-22,2,13,3,test
321,2017-12-22 14:02:41,2017-12-22,2,13,3,test
322,2017-12-22 14:03:12,2017-12-22,2,13,3,test
323,2017-12-22 14:03:42,2017-12-22,2,13,3,test
324,2017-12-22 14:04:13,2017-12-22,2,13,3,test
325,2017-12-22 14:04:44,2017-12-22,2,13,3,test
326,2017-12-22 14:05:14,2017-12-22,2,13,3,test
327,2017-12-22 14:05:45,2017-12-22,2,13,3,test
328,2017-12-22 14:06:15,2017-12-22,2,13,3,test
329,2017-12-22 14:06:46,2017-12-22,2,13,3,test
330,2017-12-22 14:07:17,2017-12-22,2,13,3,test
331,2017-12-22 14:07:47,2017-12-22,2,13,3,test
332,2017-12-22 14:08:18,2017-12-22,2,13,3,test
333,2017-12-22 14:08:49,2017-12-22,2,13,3,test
334,2017-12-22 14:09:19,2017-12-22,2,13,3,test
335,2017-12-22 14:09:50,2017-12-22,2,13,3,test
336,2017-12-22 14:10:21,2017-12-22,2,13,3,test
337,2017-12-22 14:10:51,2017-12-22,2,13,3,test
338,2017-12-22 14:11:22,2017-12-22,2,13,3,test
339,2017-12-22 14:11:52,2017-12-22,2,13,3,test
340,2017-12-22 14:12:23,2017-12-22,2,13,3,test
341,2017-12-22 14:12:54,2017-12-22,2,13,3,test
342,2017-12-22 14:13:55,2017-12-22,2,13,3,test
343,2017-12-22 14:14:26,2017-12-22,2,13,3,test
344,2017-12-22 14:14:56,2017-12-22,2,13,3,test
345,2017-12-22 14:15:27,2017-12-22,2,13,3,test
346,2017-12-22 14:15:58,2017-12-22,2,14,0,test
347,2017-12-22 14:16:28,2017-12-22,2,14,0,test
348,2017-12-22 14:16:59,2017-12-22,2,14,0,test
349,2017-12-22 14:17:29,2017-12-22,2,14,0,test
350,2017-12-22 14:18:00,2017-12-22,2,14,0,test
351,2017-12-22 14:18:31,2017-12-22,2,14,0,test
352,2017-12-22 14:19:01,2017-12-22,2,14,0,test
353,2017-12-22 14:19:32,2017-12-22,2,14,0,test
354,2017-12-22 14:20:03,2017-12-22,2,14,0,test
355,2017-12-22 14:20:33,2017-12-22,2,14,0,test
356,2017-12-22 14:21:04,2017-12-22,2,14,0,test
357,2017-12-22 14:21:35,2017-12-22,2,14,0,test
358,2017-12-22 14:22:05,2017-12-22,2,14,0,test
359,2017-12-22 14:22:36,2017-12-22,2,14,0,test
360,2017-12-22 14:23:06,2017-12-22,2,14,0,test
361,2017-12-22 14:23:37,2017-12-22,2,14,0,test
362,2017-12-22 14:24:08,2017-12-22,2,14,0,test
363,2017-12-22 14:24:38,2017-12-22,2,14,0,test
364,2017-12-22 14:25:09,2017-12-22,2,14,0,test
365,2017-12-22 14:25:40,2017-12-22,2,14,0,test
366,2017-12-22 14:26:10,2017-12-22,2,14,0,test
367,2017-12-22 14:26:41,2017-12-22,2,14,0,test
368,2017-12-22 14:27:12,2017-12-22,2,14,0,test
369,2017-12-22 14:27:42,2017-12-22,2,14,0,test
370,2017-12-22 14:28:13,2017-12-22,2,14,0,test
371,2017-12-22 14:28:43,2017-12-22,2,14,0,test
372,2017-12-22 14:29:14,2017-12-22,2,14,0,test
373,2017-12-22 14:29:45,2017-12-22,2,14,0,test
374,2017-12-22 14:30:15,2017-12-22,2,14,0,test
375,2017-12-22 14:30:46,2017-12-22,2,14,0,test
376,2017-12-22 14:31:17,2017-12-22,2,14,0,test
377,2017-12-22 14:31:47,2017-12-22,2,14,0,test
378,2017-12-22 14:32:18,2017-12-22,2,14,0,test
379,2017-12-22 14:32:48,2017-12-22,2,14,0,test
380,2017-12-22 14:33:19,2017-12-22,2,14,0,test
381,2017-12-22 14:33:50,2017-12-22,2,14,0,test
382,2017-12-22 14:34:20,2017-12-22,2,14,0,test
383,2017-12-22 14:34:51,2017-12-22,2,14,0,test
384,2017-12-22 14:35:22,2017-12-22,2,14,0,test
385,2017-12-22 14:35:52,2017-12-22,2,14,0,test
386,2017-12-22 14:36:23,2017-12-22,2,14,0,test
387,2017-12-22 14:36:54,2017-12-22,2,14,0,test
388,2017-12-22 14:37:24,2017-12-22,2,14,0,test
389,2017-12-22 14:37:55,2017-12-22,2,14,0,test
390,2017-12-22 14:38:25,2017-12-22,2,14,0,test
391,2017-12-22 14:38:56,2017-12-22,2,14,0,test
392,2017-12-22 14:39:27,2017-12-22,2,14,0,test
393,2017-12-22 14:39:57,2017-12-22,2,14,0,test
394,2017-12-22 14:40:28,2017-12-22,2,14,0,test
395,2017-12-22 14:40:59,2017-12-22,2,14,0,test
396,2017-12-22 14:41:29,2017-12-22,2,14,0,test
397,2017-12-22 14:42:00,2017-12-22,2,14,0,test
398,2017-12-22 14:42:31,2017-12-22,2,14,0,test
399,2017-12-22 14:43:01,2017-12-22,2,14,0,test
400,2017-12-22 14:43:32,2017-12-22,2,14,0,test
401,2017-12-22 14:44:02,2017-12-22,2,14,0,test
402,2017-12-22 14:44:33,2017-12-22,2,14,0,test
403,2017-12-22 14:45:04,2017-12-22,2,14,0,test
404,2017-12-22 14:45:34,2017-12-22,2,14,0,test
405,2017-12-22 14:46:05,2017-12-22,2,14,0,test
406,2017-12-22 14:46:36,2017-12-22,2,14,0,test
407,2017-12-22 14:47:06,2017-12-22,2,14,0,test
408,2017-12-22 14:47:37,2017-12-22,2,14,0,test
409,2017-12-22 14:48:08,2017-12-22,2,14,0,test
410,2017-12-22 14:48:38,2017-12-22,2,14,0,test
411,2017-12-22 14:49:09,2017-12-22,2,14,0,test
412,2017-12-22 14:49:39,2017-12-22,2,14,0,test
413,2017-12-22 14:50:10,2017-12-22,2,14,0,test
414,2017-12-22 14:50:41,2017-12-22,2,14,0,test
415,2017-12-22 14:51:11,2017-12-22,2,14,0,test
416,2017-12-22 14:51:42,2017-12-22,2,14,0,test
417,2017-12-22 14:52:13,2017-12-22,2,14,0,test
418,2017-12-22 14:52:43,2017-12-22,2,14,0,test
419,2017-12-22 14:53:14,2017-12-22,2,14,0,test
420,2017-12-22 14:53:45,2017-12-22,2,14,0,test
421,2017-12-22 14:54:15,2017-12-22,2,14,0,test
422,2017-12-22 14:54:46,2017-12-22,2,14,0,test
423,2017-12-22 14:55:16,2017-12-22,2,14,0,test
424,2017-12-22 14:55:47,2017-12-22,2,14,0,test
425,2017-12-22 14:56:18,2017-12-22,2,14,0,test
426,2017-12-22 14:56:48,2017-12-22,2,14,0,test
427,2017-12-22 14:57:19,2017-12-22,2,14,0,test
428,2017-12-22 14:57:50,2017-12-22,2,14,0,test
429,2017-12-22 14:58:20,2017-12-22,2,14,0,test
430,2017-12-22 14:58:51,2017-12-22,2,14,0,test
431,2017-12-22 14:59:22,2017-12-22,2,14,0,test
432,2017-12-22 14:59:52,2017-12-22,2,14,0,test
433,2017-12-22 15:00:23,2017-12-22,2,14,0,test
434,2017-12-22 15:00:53,2017-12-22,2,14,0,test
435,2017-12-22 15:01:24,2017-12-22,2,14,0,test
436,2017-12-22 15:01:55,2017-12-22,2,14,0,test
437,2017-12-22 15:02:25,2017-12-22,2,14,0,test
438,2017-12-22 15:02:56,2017-12-22,2,14,0,test
439,2017-12-22 15:03:27,2017-12-22,2,14,0,test
440,2017-12-22 15:03:57,2017-12-22,2,14,0,test
441,2017-12-22 15:04:28,2017-12-22,2,14,0,test
442,2017-12-22 15:04:58,2017-12-22,2,14,0,test
443,2017-12-22 15:05:29,2017-12-22,2,14,0,test
444,2017-12-22 15:06:00,2017-12-22,2,14,0,test
445,2017-12-22 15:06:30,2017-12-22,2,14,0,test
446,2017-12-22 15:07:01,2017-12-22,2,14,0,test
447,2017-12-22 15:07:32,2017-12-22,2,14,0,test
448,2017-12-22 15:08:02,2017-12-22,2,14,0,test
449,2017-12-22 15:08:33,2017-12-22,2,14,0,test
450,2017-12-22 15:09:04,2017-12-22,2,14,0,test
451,2017-12-22 15:10:05,2017-12-22,2,14,0,test
452,2017-12-22 15:10:35,2017-12-22,2,14,0,test
453,2017-12-22 15:11:06,2017-12-22,2,14,0,test
454,2017-12-22 15:11:37,2017-12-22,2,14,0,test
455,2017-12-22 15:12:07,2017-12-22,2,14,0,test
456,2017-12-22 15:12:38,2017-12-22,2,14,0,test
457,2017-12-22 15:13:09,2017-12-22,2,14,0,test
458,2017-12-22 15:13:39,2017-12-22,2,14,0,test
459,2017-12-22 15:14:10,2017-12-22,2,14,0,test
460,2017-12-22 15:14:41,2017-12-22,2,14,0,test
461,2017-12-22 15:15:11,2017-12-22,2,14,0,test
462,2017-12-22 15:15:42,2017-12-22,2,14,0,test
